date,day,month,altitude,depth,probability
08.sep,8,9,350,0,0
08.sep,8,9,450,0,0
08.sep,8,9,550,0,0
09.sep,9,9,50,0,0
09.sep,9,9,150,0,0
09.sep,9,9,250,0,0
09.sep,9,9,350,0,0
09.sep,9,9,450,0,0
09.sep,9,9,550,0,0
10.sep,10,9,50,0,0
10.sep,10,9,150,0,0
10.sep,10,9,250,0,0
10.sep,10,9,350,0,0
10.sep,10,9,450,0,0
10.sep,10,9,550,0,0
11.sep,11,9,50,0,0
11.sep,11,9,150,0,0
11.sep,11,9,250,0,0
11.sep,11,9,350,0,0
11.sep,11,9,450,0,0
11.sep,11,9,550,0,0
12.sep,12,9,50,0,0
12.sep,12,9,150,0,0
12.sep,12,9,250,0,0
12.sep,12,9,350,0,0
12.sep,12,9,450,0,0
12.sep,12,9,550,0,0
13.sep,13,9,50,0,0
13.sep,13,9,150,0,0
13.sep,13,9,250,0,0
13.sep,13,9,350,0,0
13.sep,13,9,450,0,0
13.sep,13,9,550,0,0
14.sep,14,9,50,0,0
14.sep,14,9,150,0,0
14.sep,14,9,250,0,0
14.sep,14,9,350,0,0
14.sep,14,9,450,0,0
14.sep,14,9,550,0,0
15.sep,15,9,50,0,0
15.sep,15,9,150,0,0
15.sep,15,9,250,0,0
15.sep,15,9,350,0,0
15.sep,15,9,450,0,0
15.sep,15,9,550,0,0
16.sep,16,9,50,0,0
16.sep,16,9,150,0,0
16.sep,16,9,250,0,0
16.sep,16,9,350,0,0
16.sep,16,9,450,0,0
16.sep,16,9,550,0,0
17.sep,17,9,50,0,0
17.sep,17,9,150,0,0
17.sep,17,9,250,0,0
17.sep,17,9,350,0,0
17.sep,17,9,450,0,0
17.sep,17,9,550,0,0
18.sep,18,9,50,0,0
18.sep,18,9,150,0,0
18.sep,18,9,250,0,0
18.sep,18,9,350,0,0
18.sep,18,9,450,0,0
18.sep,18,9,550,0,0
19.sep,19,9,50,0,0
19.sep,19,9,150,0,0
19.sep,19,9,250,0,0
19.sep,19,9,350,0,0
19.sep,19,9,450,0,0
19.sep,19,9,550,0,0
20.sep,20,9,50,0,0
20.sep,20,9,150,0,0
20.sep,20,9,250,0,0
20.sep,20,9,350,0,0
20.sep,20,9,450,0,0
20.sep,20,9,550,0,0
21.sep,21,9,50,0,0
21.sep,21,9,150,0,0
21.sep,21,9,250,0,0
21.sep,21,9,350,0,0
21.sep,21,9,450,0,0
21.sep,21,9,550,0,0
22.sep,22,9,50,0,0
22.sep,22,9,150,0,0
22.sep,22,9,250,0,0
22.sep,22,9,350,0,0
22.sep,22,9,450,0,0
22.sep,22,9,550,0,0
23.sep,23,9,50,0,0
23.sep,23,9,150,0,0
23.sep,23,9,250,0,0
23.sep,23,9,350,0,0
23.sep,23,9,450,0,0
23.sep,23,9,550,0,0
24.sep,24,9,50,0,0
24.sep,24,9,150,0,0
24.sep,24,9,250,0,0
24.sep,24,9,350,0,0
24.sep,24,9,450,0,0
24.sep,24,9,550,0,0
25.sep,25,9,50,0,0
25.sep,25,9,150,0,0
25.sep,25,9,250,0,0
25.sep,25,9,350,0,0
25.sep,25,9,450,0,0
25.sep,25,9,550,0,0
26.sep,26,9,50,0,0
26.sep,26,9,150,0,0
26.sep,26,9,250,0,0
26.sep,26,9,350,0,0
26.sep,26,9,450,0,0
26.sep,26,9,550,0,0
27.sep,27,9,50,0,0
27.sep,27,9,150,0,0
27.sep,27,9,250,0,0
27.sep,27,9,350,0,0
27.sep,27,9,450,0,0
27.sep,27,9,550,0,0
28.sep,28,9,50,0,0
28.sep,28,9,150,0,0
28.sep,28,9,250,0,0
28.sep,28,9,350,0,0
28.sep,28,9,450,0,0
28.sep,28,9,550,0,0
29.sep,29,9,50,0,0
29.sep,29,9,150,0,0
29.sep,29,9,250,0,0
29.sep,29,9,350,0,0
29.sep,29,9,450,0,0
29.sep,29,9,550,0,0
30.sep,30,9,50,0,0
30.sep,30,9,150,0,0
30.sep,30,9,250,0,0
30.sep,30,9,350,0,0
30.sep,30,9,450,0,0
30.sep,30,9,550,0,0
01.okt,1,10,50,0,0
01.okt,1,10,150,0,0
01.okt,1,10,250,0,0
01.okt,1,10,350,0,0
01.okt,1,10,450,0,0
01.okt,1,10,550,0,0
02.okt,2,10,50,0,0
02.okt,2,10,150,0,0
02.okt,2,10,250,0,0
02.okt,2,10,350,0,0
02.okt,2,10,450,0,0
02.okt,2,10,550,0,0
03.okt,3,10,50,0,0
03.okt,3,10,150,0,0
03.okt,3,10,250,0,0
03.okt,3,10,350,0,0
03.okt,3,10,450,0,0
03.okt,3,10,550,0,0
04.okt,4,10,50,0,0
04.okt,4,10,150,0,0
04.okt,4,10,250,0,0
04.okt,4,10,350,0,0
04.okt,4,10,450,0,0
04.okt,4,10,550,0,0
05.okt,5,10,50,0,0
05.okt,5,10,150,0,0
05.okt,5,10,250,0,0
05.okt,5,10,350,0,0
05.okt,5,10,450,0,0
05.okt,5,10,550,0,0
06.okt,6,10,50,0,0
06.okt,6,10,150,0,0
06.okt,6,10,250,0,0
06.okt,6,10,350,0,0
06.okt,6,10,450,0,0
06.okt,6,10,550,0,0
07.okt,7,10,50,0,0
07.okt,7,10,150,0,0
07.okt,7,10,250,0,0
07.okt,7,10,350,0,0
07.okt,7,10,450,0,0
07.okt,7,10,550,0,0
08.okt,8,10,50,0,0
08.okt,8,10,150,0,0
08.okt,8,10,250,0,0
08.okt,8,10,350,0,0
08.okt,8,10,450,0,0
08.okt,8,10,550,0,0
09.okt,9,10,50,0,0
09.okt,9,10,150,0,0
09.okt,9,10,250,0,0
09.okt,9,10,350,0,0
09.okt,9,10,450,0,0
09.okt,9,10,550,0,0
10.okt,10,10,50,0,0
10.okt,10,10,150,0,0
10.okt,10,10,250,0,0
10.okt,10,10,350,0,0
10.okt,10,10,450,0,0
10.okt,10,10,550,0,0
11.okt,11,10,50,0,0
11.okt,11,10,150,0,0
11.okt,11,10,250,0,0
11.okt,11,10,350,0,0
11.okt,11,10,450,0,0
11.okt,11,10,550,0,0
12.okt,12,10,50,0,0
12.okt,12,10,150,0,0
12.okt,12,10,250,0,0
12.okt,12,10,350,0,0
12.okt,12,10,450,0,0
12.okt,12,10,550,0,0
13.okt,13,10,50,0,0
13.okt,13,10,150,0,0
13.okt,13,10,250,0,0
13.okt,13,10,350,0,0
13.okt,13,10,450,0,0
13.okt,13,10,550,0,0
14.okt,14,10,50,0,0
14.okt,14,10,150,0,0
14.okt,14,10,250,0,0
14.okt,14,10,350,0,0
14.okt,14,10,450,0,0
14.okt,14,10,550,0,0
15.okt,15,10,50,0,0
15.okt,15,10,150,0,0
15.okt,15,10,250,0,0
15.okt,15,10,350,0,0
15.okt,15,10,450,0,0
15.okt,15,10,550,0,0
16.okt,16,10,50,0,0
16.okt,16,10,150,0,0
16.okt,16,10,250,0,0
16.okt,16,10,350,0,0
16.okt,16,10,450,0,0
16.okt,16,10,550,0,0
17.okt,17,10,50,0,0
17.okt,17,10,150,0,0
17.okt,17,10,250,0,0
17.okt,17,10,350,0,0
17.okt,17,10,450,0,0
17.okt,17,10,550,0,0
18.okt,18,10,50,0,0
18.okt,18,10,150,0,0
18.okt,18,10,250,0,0
18.okt,18,10,350,0,0.034482759
18.okt,18,10,450,0,0.034482759
18.okt,18,10,550,0,0.034482759
19.okt,19,10,50,0,0
19.okt,19,10,150,0,0
19.okt,19,10,250,0,0
19.okt,19,10,350,0,0.034482759
19.okt,19,10,450,0,0.034482759
19.okt,19,10,550,0,0.034482759
20.okt,20,10,50,0,0
20.okt,20,10,150,0,0
20.okt,20,10,250,0,0
20.okt,20,10,350,0,0.034482759
20.okt,20,10,450,0,0.068965517
20.okt,20,10,550,0,0.034482759
21.okt,21,10,50,0,0
21.okt,21,10,150,0,0
21.okt,21,10,250,0,0
21.okt,21,10,350,0,0.034482759
21.okt,21,10,450,0,0.068965517
21.okt,21,10,550,0,0.034482759
22.okt,22,10,50,0,0
22.okt,22,10,150,0,0
22.okt,22,10,250,0,0
22.okt,22,10,350,0,0.034482759
22.okt,22,10,450,0,0.068965517
22.okt,22,10,550,0,0.103448276
23.okt,23,10,50,0,0
23.okt,23,10,150,0,0
23.okt,23,10,250,0,0.034482759
23.okt,23,10,350,0,0.068965517
23.okt,23,10,450,0,0.103448276
23.okt,23,10,550,0,0.103448276
24.okt,24,10,50,0,0
24.okt,24,10,150,0,0
24.okt,24,10,250,0,0.034482759
24.okt,24,10,350,0,0.068965517
24.okt,24,10,450,0,0.068965517
24.okt,24,10,550,0,0.103448276
25.okt,25,10,50,0,0
25.okt,25,10,150,0,0
25.okt,25,10,250,0,0.034482759
25.okt,25,10,350,0,0.068965517
25.okt,25,10,450,0,0.068965517
25.okt,25,10,550,0,0.103448276
26.okt,26,10,50,0,0
26.okt,26,10,150,0,0
26.okt,26,10,250,0,0.034482759
26.okt,26,10,350,0,0.103448276
26.okt,26,10,450,0,0.103448276
26.okt,26,10,550,0,0.103448276
27.okt,27,10,50,0,0
27.okt,27,10,150,0,0
27.okt,27,10,250,0,0.034482759
27.okt,27,10,350,0,0.068965517
27.okt,27,10,450,0,0.068965517
27.okt,27,10,550,0,0.103448276
28.okt,28,10,50,0,0
28.okt,28,10,150,0,0
28.okt,28,10,250,0,0.034482759
28.okt,28,10,350,0,0.068965517
28.okt,28,10,450,0,0.068965517
28.okt,28,10,550,0,0.137931034
29.okt,29,10,50,0,0
29.okt,29,10,150,0,0
29.okt,29,10,250,0,0.034482759
29.okt,29,10,350,0,0.103448276
29.okt,29,10,450,0,0.103448276
29.okt,29,10,550,0,0.103448276
30.okt,30,10,50,0,0
30.okt,30,10,150,0,0
30.okt,30,10,250,0,0.034482759
30.okt,30,10,350,0,0.068965517
30.okt,30,10,450,0,0.103448276
30.okt,30,10,550,0,0.103448276
31.okt,31,10,50,0,0
31.okt,31,10,150,0,0
31.okt,31,10,250,0,0.034482759
31.okt,31,10,350,0,0.103448276
31.okt,31,10,450,0,0.137931034
31.okt,31,10,550,0.083333333,0.103448276
01.nov,1,11,50,0,0
01.nov,1,11,150,0,0
01.nov,1,11,250,0,0.034482759
01.nov,1,11,350,0,0.103448276
01.nov,1,11,450,0,0.172413793
01.nov,1,11,550,0,0.137931034
02.nov,2,11,50,0,0
02.nov,2,11,150,0,0
02.nov,2,11,250,0,0.034482759
02.nov,2,11,350,0.154545455,0.068965517
02.nov,2,11,450,1.324193548,0.137931034
02.nov,2,11,550,0.983333333,0.24137931
03.nov,3,11,50,0,0.034482759
03.nov,3,11,150,0,0.034482759
03.nov,3,11,250,0,0.034482759
03.nov,3,11,350,0.070909091,0.103448276
03.nov,3,11,450,0.156451613,0.137931034
03.nov,3,11,550,0.2,0.137931034
04.nov,4,11,50,0,0.034482759
04.nov,4,11,150,0,0.034482759
04.nov,4,11,250,0.001176471,0.034482759
04.nov,4,11,350,0.048181818,0.103448276
04.nov,4,11,450,0.319354839,0.137931034
04.nov,4,11,550,0.233333333,0.137931034
05.nov,5,11,50,0,0
05.nov,5,11,150,0,0.034482759
05.nov,5,11,250,0,0.034482759
05.nov,5,11,350,0.252727273,0.103448276
05.nov,5,11,450,0.377419355,0.103448276
05.nov,5,11,550,0.5,0.137931034
06.nov,6,11,50,0,0
06.nov,6,11,150,0,0
06.nov,6,11,250,0.002352941,0.034482759
06.nov,6,11,350,0.413636364,0.103448276
06.nov,6,11,450,0.674193548,0.103448276
06.nov,6,11,550,1.366666667,0.103448276
07.nov,7,11,50,0,0
07.nov,7,11,150,0,0
07.nov,7,11,250,0,0.034482759
07.nov,7,11,350,0.961818182,0.137931034
07.nov,7,11,450,1.985483871,0.137931034
07.nov,7,11,550,2.533333333,0.172413793
08.nov,8,11,50,0,0
08.nov,8,11,150,0,0
08.nov,8,11,250,0.010588235,0.034482759
08.nov,8,11,350,0.530909091,0.103448276
08.nov,8,11,450,0.64516129,0.206896552
08.nov,8,11,550,0.75,0.24137931
09.nov,9,11,50,0,0
09.nov,9,11,150,0,0
09.nov,9,11,250,0.092941176,0.034482759
09.nov,9,11,350,0.860909091,0.137931034
09.nov,9,11,450,1.335483871,0.137931034
09.nov,9,11,550,2.133333333,0.206896552
10.nov,10,11,50,0,0
10.nov,10,11,150,0,0
10.nov,10,11,250,0.016470588,0
10.nov,10,11,350,0.332727273,0.172413793
10.nov,10,11,450,1.353225806,0.172413793
10.nov,10,11,550,1.233333333,0.24137931
11.nov,11,11,50,0,0
11.nov,11,11,150,0,0
11.nov,11,11,250,0.029411765,0
11.nov,11,11,350,1.108181818,0.206896552
11.nov,11,11,450,2.187096774,0.206896552
11.nov,11,11,550,3.183333333,0.24137931
12.nov,12,11,50,0,0
12.nov,12,11,150,0,0
12.nov,12,11,250,0.004705882,0
12.nov,12,11,350,1.061818182,0.172413793
12.nov,12,11,450,1.927419355,0.206896552
12.nov,12,11,550,2.4,0.275862069
13.nov,13,11,50,0,0.034482759
13.nov,13,11,150,0,0.034482759
13.nov,13,11,250,0.044705882,0.034482759
13.nov,13,11,350,0.812727273,0.275862069
13.nov,13,11,450,1.866129032,0.310344828
13.nov,13,11,550,3.316666667,0.310344828
14.nov,14,11,50,0,0.034482759
14.nov,14,11,150,0.039849624,0.034482759
14.nov,14,11,250,1.071764706,0.068965517
14.nov,14,11,350,1.435454545,0.310344828
14.nov,14,11,450,3.693548387,0.379310345
14.nov,14,11,550,6.833333333,0.379310345
15.nov,15,11,50,0,0.034482759
15.nov,15,11,150,0.105263158,0.034482759
15.nov,15,11,250,0.291764706,0.103448276
15.nov,15,11,350,1.11,0.310344828
15.nov,15,11,450,3.60483871,0.379310345
15.nov,15,11,550,6.166666667,0.379310345
16.nov,16,11,50,0,0.034482759
16.nov,16,11,150,0.097744361,0.034482759
16.nov,16,11,250,0.231764706,0.068965517
16.nov,16,11,350,1.855454545,0.310344828
16.nov,16,11,450,3.535483871,0.344827586
16.nov,16,11,550,6.2,0.379310345
17.nov,17,11,50,0,0.034482759
17.nov,17,11,150,0.160902256,0.034482759
17.nov,17,11,250,0.756470588,0.068965517
17.nov,17,11,350,2.585454545,0.310344828
17.nov,17,11,450,4.685483871,0.310344828
17.nov,17,11,550,6.533333333,0.310344828
18.nov,18,11,50,0,0.034482759
18.nov,18,11,150,0.021804511,0.068965517
18.nov,18,11,250,1.108235294,0.137931034
18.nov,18,11,350,2.510909091,0.310344828
18.nov,18,11,450,4.906451613,0.344827586
18.nov,18,11,550,6.5,0.344827586
19.nov,19,11,50,0.004,0.034482759
19.nov,19,11,150,0.577443609,0.068965517
19.nov,19,11,250,3.045882353,0.103448276
19.nov,19,11,350,5.997272727,0.344827586
19.nov,19,11,450,7.990322581,0.379310345
19.nov,19,11,550,7.816666667,0.413793103
20.nov,20,11,50,0.018,0.034482759
20.nov,20,11,150,0.587969925,0.068965517
20.nov,20,11,250,1.567058824,0.137931034
20.nov,20,11,350,5.378181818,0.344827586
20.nov,20,11,450,7.059677419,0.379310345
20.nov,20,11,550,7.3,0.413793103
21.nov,21,11,50,0.064,0.034482759
21.nov,21,11,150,0.619548872,0.068965517
21.nov,21,11,250,2.324705882,0.172413793
21.nov,21,11,350,5.223636364,0.379310345
21.nov,21,11,450,6.959677419,0.379310345
21.nov,21,11,550,7.3,0.413793103
22.nov,22,11,50,0.07,0.034482759
22.nov,22,11,150,1.277443609,0.068965517
22.nov,22,11,250,2.657647059,0.275862069
22.nov,22,11,350,5.867272727,0.413793103
22.nov,22,11,450,6.859677419,0.413793103
22.nov,22,11,550,8.133333333,0.448275862
23.nov,23,11,50,0.04,0.034482759
23.nov,23,11,150,0.982706767,0.103448276
23.nov,23,11,250,4.110588235,0.275862069
23.nov,23,11,350,10.1,0.517241379
23.nov,23,11,450,10.73225806,0.551724138
23.nov,23,11,550,11.31666667,0.551724138
24.nov,24,11,50,0.012,0.103448276
24.nov,24,11,150,0.602255639,0.137931034
24.nov,24,11,250,2.844705882,0.275862069
24.nov,24,11,350,8.582727273,0.448275862
24.nov,24,11,450,9.825806452,0.482758621
24.nov,24,11,550,10.86666667,0.551724138
25.nov,25,11,50,0.036,0.137931034
25.nov,25,11,150,0.903759398,0.172413793
25.nov,25,11,250,1.890588235,0.310344828
25.nov,25,11,350,10.25090909,0.517241379
25.nov,25,11,450,12.06774194,0.517241379
25.nov,25,11,550,12.91666667,0.586206897
26.nov,26,11,50,0.03,0.103448276
26.nov,26,11,150,0.430827068,0.137931034
26.nov,26,11,250,1.914117647,0.310344828
26.nov,26,11,350,10.21636364,0.517241379
26.nov,26,11,450,12.29193548,0.517241379
26.nov,26,11,550,12,0.620689655
27.nov,27,11,50,0.064,0.137931034
27.nov,27,11,150,0.45112782,0.172413793
27.nov,27,11,250,1.841176471,0.310344828
27.nov,27,11,350,7.791818182,0.482758621
27.nov,27,11,450,11.8483871,0.517241379
27.nov,27,11,550,11.46666667,0.586206897
28.nov,28,11,50,0.154,0.137931034
28.nov,28,11,150,2.071428571,0.24137931
28.nov,28,11,250,3.884705882,0.344827586
28.nov,28,11,350,8.877272727,0.482758621
28.nov,28,11,450,11.22419355,0.517241379
28.nov,28,11,550,12.46666667,0.620689655
29.nov,29,11,50,0.198,0.137931034
29.nov,29,11,150,2.402255639,0.275862069
29.nov,29,11,250,8.122352941,0.413793103
29.nov,29,11,350,11.83,0.517241379
29.nov,29,11,450,11.85806452,0.551724138
29.nov,29,11,550,14.55,0.620689655
30.nov,30,11,50,0.454,0.137931034
30.nov,30,11,150,3.366917293,0.206896552
30.nov,30,11,250,7.452941176,0.413793103
30.nov,30,11,350,11.37,0.586206897
30.nov,30,11,450,14.84677419,0.586206897
30.nov,30,11,550,17.45,0.655172414
01.des,1,12,50,1.852,0.137931034
01.des,1,12,150,3.853383459,0.206896552
01.des,1,12,250,7.461176471,0.379310345
01.des,1,12,350,12.66181818,0.586206897
01.des,1,12,450,13.19193548,0.620689655
01.des,1,12,550,14.68333333,0.689655172
02.des,2,12,50,1.216,0.172413793
02.des,2,12,150,3.884962406,0.24137931
02.des,2,12,250,9.385882353,0.482758621
02.des,2,12,350,13.56727273,0.655172414
02.des,2,12,450,16.31612903,0.655172414
02.des,2,12,550,17.05,0.689655172
03.des,3,12,50,1.926,0.172413793
03.des,3,12,150,4.409022556,0.24137931
03.des,3,12,250,7.712941176,0.448275862
03.des,3,12,350,13.60818182,0.586206897
03.des,3,12,450,15.99354839,0.620689655
03.des,3,12,550,16.83333333,0.655172414
04.des,4,12,50,0.506,0.172413793
04.des,4,12,150,4.587969925,0.275862069
04.des,4,12,250,8.101176471,0.482758621
04.des,4,12,350,13.94727273,0.586206897
04.des,4,12,450,15.73709677,0.620689655
04.des,4,12,550,18.11666667,0.655172414
05.des,5,12,50,1.774,0.137931034
05.des,5,12,150,4.82481203,0.24137931
05.des,5,12,250,9.203529412,0.482758621
05.des,5,12,350,13.80181818,0.620689655
05.des,5,12,450,15.72741935,0.620689655
05.des,5,12,550,18.81666667,0.655172414
06.des,6,12,50,1.692,0.137931034
06.des,6,12,150,3.618796992,0.24137931
06.des,6,12,250,10.13058824,0.517241379
06.des,6,12,350,14.46272727,0.586206897
06.des,6,12,450,16.55,0.620689655
06.des,6,12,550,19.03333333,0.689655172
07.des,7,12,50,0.598,0.137931034
07.des,7,12,150,3.372932331,0.206896552
07.des,7,12,250,8.937647059,0.482758621
07.des,7,12,350,14.53363636,0.620689655
07.des,7,12,450,17.15,0.655172414
07.des,7,12,550,18.56666667,0.689655172
08.des,8,12,50,1.106,0.172413793
08.des,8,12,150,4.307518797,0.275862069
08.des,8,12,250,10.30705882,0.517241379
08.des,8,12,350,15.83454545,0.620689655
08.des,8,12,450,18.57258065,0.620689655
08.des,8,12,550,20.75,0.689655172
09.des,9,12,50,1.136,0.137931034
09.des,9,12,150,4.837593985,0.24137931
09.des,9,12,250,9.969411765,0.482758621
09.des,9,12,350,16.85454545,0.655172414
09.des,9,12,450,19.91612903,0.689655172
09.des,9,12,550,21.73333333,0.724137931
10.des,10,12,50,1.026,0.172413793
10.des,10,12,150,4.006015038,0.24137931
10.des,10,12,250,9.352941176,0.448275862
10.des,10,12,350,15.64818182,0.689655172
10.des,10,12,450,18.75645161,0.689655172
10.des,10,12,550,21.25,0.724137931
11.des,11,12,50,0.666,0.172413793
11.des,11,12,150,3.280451128,0.275862069
11.des,11,12,250,7.235294118,0.379310345
11.des,11,12,350,14.88,0.620689655
11.des,11,12,450,17.88064516,0.620689655
11.des,11,12,550,20.95,0.689655172
12.des,12,12,50,0.576,0.172413793
12.des,12,12,150,3.327819549,0.275862069
12.des,12,12,250,7.214117647,0.379310345
12.des,12,12,350,16.30454545,0.655172414
12.des,12,12,450,17.76451613,0.655172414
12.des,12,12,550,20.85,0.75862069
13.des,13,12,50,0.848,0.172413793
13.des,13,12,150,2.697744361,0.310344828
13.des,13,12,250,6.975294118,0.413793103
13.des,13,12,350,16.64363636,0.620689655
13.des,13,12,450,17.98225806,0.655172414
13.des,13,12,550,20.48333333,0.793103448
14.des,14,12,50,0.93,0.172413793
14.des,14,12,150,2.806015038,0.310344828
14.des,14,12,250,7.181176471,0.413793103
14.des,14,12,350,15.82272727,0.655172414
14.des,14,12,450,17.86451613,0.724137931
14.des,14,12,550,21.18333333,0.793103448
15.des,15,12,50,1.306,0.206896552
15.des,15,12,150,4.485714286,0.310344828
15.des,15,12,250,9.537647059,0.482758621
15.des,15,12,350,15.58636364,0.689655172
15.des,15,12,450,18.03387097,0.724137931
15.des,15,12,550,21.53333333,0.793103448
16.des,16,12,50,1.02,0.206896552
16.des,16,12,150,4.069172932,0.310344828
16.des,16,12,250,7.618823529,0.482758621
16.des,16,12,350,16.58818182,0.724137931
16.des,16,12,450,19.8516129,0.724137931
16.des,16,12,550,21.96666667,0.793103448
17.des,17,12,50,1.604,0.275862069
17.des,17,12,150,4.85037594,0.275862069
17.des,17,12,250,9.218823529,0.482758621
17.des,17,12,350,17.39,0.724137931
17.des,17,12,450,20.02903226,0.724137931
17.des,17,12,550,22.61666667,0.75862069
18.des,18,12,50,1.594,0.413793103
18.des,18,12,150,5.890225564,0.413793103
18.des,18,12,250,12.11176471,0.551724138
18.des,18,12,350,18.35363636,0.724137931
18.des,18,12,450,20.04677419,0.75862069
18.des,18,12,550,23.1,0.793103448
19.des,19,12,50,2.984,0.379310345
19.des,19,12,150,7.296240602,0.413793103
19.des,19,12,250,11.36705882,0.551724138
19.des,19,12,350,19.60454545,0.724137931
19.des,19,12,450,20.85322581,0.75862069
19.des,19,12,550,25.2,0.75862069
20.des,20,12,50,4.276,0.379310345
20.des,20,12,150,6.390225564,0.448275862
20.des,20,12,250,14.25529412,0.620689655
20.des,20,12,350,22.55727273,0.724137931
20.des,20,12,450,24.72580645,0.75862069
20.des,20,12,550,25.93333333,0.827586207
21.des,21,12,50,4.942,0.344827586
21.des,21,12,150,8.163909774,0.448275862
21.des,21,12,250,13.78470588,0.620689655
21.des,21,12,350,22.45181818,0.75862069
21.des,21,12,450,24.73064516,0.793103448
21.des,21,12,550,25.86666667,0.862068966
22.des,22,12,50,5.426,0.413793103
22.des,22,12,150,9.42481203,0.482758621
22.des,22,12,250,15.12235294,0.620689655
22.des,22,12,350,21.57727273,0.724137931
22.des,22,12,450,24.12741935,0.793103448
22.des,22,12,550,26.66666667,0.896551724
23.des,23,12,50,10.496,0.517241379
23.des,23,12,150,14.77669173,0.517241379
23.des,23,12,250,19.02705882,0.620689655
23.des,23,12,350,23.59272727,0.793103448
23.des,23,12,450,25.15645161,0.862068966
23.des,23,12,550,26.1,0.896551724
24.des,24,12,50,7.67,0.448275862
24.des,24,12,150,10.78421053,0.517241379
24.des,24,12,250,16.38235294,0.655172414
24.des,24,12,350,23.69272727,0.862068966
24.des,24,12,450,25.11774194,0.896551724
24.des,24,12,550,27.93333333,0.896551724
25.des,25,12,50,4.71,0.379310345
25.des,25,12,150,7.553383459,0.482758621
25.des,25,12,250,13.21882353,0.689655172
25.des,25,12,350,24.70818182,0.827586207
25.des,25,12,450,28.5016129,0.896551724
25.des,25,12,550,31.91666667,0.896551724
26.des,26,12,50,5.614,0.310344828
26.des,26,12,150,8.670676692,0.448275862
26.des,26,12,250,13.19294118,0.75862069
26.des,26,12,350,26.21,0.862068966
26.des,26,12,450,28.28387097,0.896551724
26.des,26,12,550,31.36666667,0.896551724
27.des,27,12,50,5.436,0.310344828
27.des,27,12,150,8.331578947,0.413793103
27.des,27,12,250,15.06,0.75862069
27.des,27,12,350,28.21272727,0.896551724
27.des,27,12,450,31.28709677,0.896551724
27.des,27,12,550,32.15,0.896551724
28.des,28,12,50,5.34,0.310344828
28.des,28,12,150,8.627067669,0.379310345
28.des,28,12,250,14.47176471,0.75862069
28.des,28,12,350,25.95636364,0.896551724
28.des,28,12,450,30.81451613,0.896551724
28.des,28,12,550,32.63333333,0.896551724
29.des,29,12,50,5.868,0.344827586
29.des,29,12,150,9.218045113,0.448275862
29.des,29,12,250,17.06823529,0.793103448
29.des,29,12,350,27.35727273,0.931034483
29.des,29,12,450,30.37741935,0.931034483
29.des,29,12,550,33.46666667,0.896551724
30.des,30,12,50,6.738,0.310344828
30.des,30,12,150,10.0887218,0.517241379
30.des,30,12,250,17.26588235,0.75862069
30.des,30,12,350,26.98727273,0.931034483
30.des,30,12,450,29.98709677,0.931034483
30.des,30,12,550,33.18333333,0.931034483
31.des,31,12,50,6.058,0.310344828
31.des,31,12,150,9.572932331,0.448275862
31.des,31,12,250,16.91176471,0.75862069
31.des,31,12,350,27.30909091,0.931034483
31.des,31,12,450,29.93225806,0.931034483
31.des,31,12,550,33.18333333,0.931034483
